,order_id,product_id,quantity,date
226,ZOUP-11625318,556,20,2024-03-01
227,ZOUP-11625318,975,24,2024-03-01
228,ZOUP-11625318,628,22,2024-03-01
229,ZOUP-11625318,783,8,2024-03-01
230,ZOUP-11625318,826,10,2024-03-01
231,ZOUP-11625318,1586,9,2024-03-01
232,ZOUP-11625318,685,38,2024-03-01
233,ZOUP-11625318,818,16,2024-03-01
234,ZOUP-11625318,1252,10,2024-03-01
235,ZOUP-11625318,810,42,2024-03-01
236,ZOUP-11625318,1437,18,2024-03-01
237,ZOUP-11625318,1302,11,2024-03-01
238,ZOUP-11625318,667,21,2024-03-01
239,ZOUP-11625318,385,30,2024-03-01
240,ZOUP-11625318,784,14,2024-03-01
241,ZOUP-11625318,513,22,2024-03-01
242,NXSW-23295186,1492,32,2024-03-01
243,NXSW-23295186,1315,44,2024-03-01
244,NXSW-23295186,895,17,2024-03-01
245,NXSW-23295186,593,20,2024-03-01
246,NXSW-23295186,928,24,2024-03-01
247,NXSW-23295186,494,17,2024-03-01
248,NXSW-23295186,553,44,2024-03-01
249,NXSW-23295186,567,18,2024-03-01
250,RCEQ-15223582,614,11,2024-03-01
251,RCEQ-15223582,413,40,2024-03-01
252,RCEQ-15223582,755,20,2024-03-01
253,RCEQ-15223582,824,8,2024-03-01
254,RCEQ-15223582,804,16,2024-03-01
255,RCEQ-15223582,1604,4,2024-03-01
256,RCEQ-15223582,1364,20,2024-03-01
257,RCEQ-15223582,1315,36,2024-03-01
258,RCEQ-15223582,1051,18,2024-03-01
259,RCEQ-15223582,88,9,2024-03-01
260,RCEQ-15223582,852,10,2024-03-01
261,RCEQ-15223582,577,9,2024-03-01
262,RCEQ-15223582,449,13,2024-03-01
263,PZUZ-70017989,474,11,2024-03-01
264,PZUZ-70017989,555,18,2024-03-01
265,PZUZ-70017989,752,21,2024-03-01
266,PZUZ-70017989,550,17,2024-03-01
267,PZUZ-70017989,877,10,2024-03-01
268,PZUZ-70017989,278,36,2024-03-01
269,PZUZ-70017989,750,11,2024-03-01
270,PZUZ-70017989,1657,28,2024-03-01
271,PZUZ-70017989,559,32,2024-03-01
272,PZUZ-70017989,659,18,2024-03-01
273,PZUZ-70017989,464,10,2024-03-01
274,PZUZ-70017989,235,21,2024-03-01
275,PZUZ-70017989,594,18,2024-03-01
276,PZUZ-70017989,987,10,2024-03-01
277,PZUZ-70017989,1379,24,2024-03-01
278,PZUZ-70017989,160,18,2024-03-01
279,PZUZ-70017989,1552,11,2024-03-01
280,PZUZ-70017989,322,38,2024-03-01
281,PZUZ-70017989,446,3,2024-03-01
282,PZUZ-70017989,800,22,2024-03-01
283,AWYQ-42527250,532,11,2024-03-01
284,AWYQ-42527250,594,12,2024-03-01
285,AWYQ-42527250,77,30,2024-03-01
286,AWYQ-42527250,207,2,2024-03-01
287,AWYQ-42527250,775,14,2024-03-01
288,AWYQ-42527250,577,9,2024-03-01
289,AWYQ-42527250,123,15,2024-03-01
290,AWYQ-42527250,810,16,2024-03-01
291,AWYQ-42527250,1158,18,2024-03-01
292,BXYD-83177339,1183,18,2024-03-01
293,BXYD-83177339,1586,17,2024-03-01
294,BXYD-83177339,508,30,2024-03-01
295,BXYD-83177339,635,10,2024-03-01
296,BXYD-83177339,793,20,2024-03-01
297,BXYD-83177339,1050,8,2024-03-01
298,BXYD-83177339,1051,8,2024-03-01
299,BXYD-83177339,21,32,2024-03-01
300,BXYD-83177339,772,19,2024-03-01
301,BXYD-83177339,1378,40,2024-03-01
302,FQMC-48777449,307,12,2024-03-02
303,FQMC-48777449,1511,17,2024-03-02
304,FQMC-48777449,894,15,2024-03-02
305,FQMC-48777449,447,22,2024-03-02
306,FQMC-48777449,1652,21,2024-03-02
307,FQMC-48777449,403,13,2024-03-02
308,FQMC-48777449,518,20,2024-03-02
309,FQMC-48777449,985,11,2024-03-02
310,FQMC-48777449,270,28,2024-03-02
311,FQMC-48777449,804,17,2024-03-02
312,FQMC-48777449,1653,20,2024-03-02
313,DNHQ-30942998,1599,10,2024-03-02
314,DNHQ-30942998,385,42,2024-03-02
315,DNHQ-30942998,55,24,2024-03-02
316,DNHQ-30942998,549,12,2024-03-02
317,DNHQ-30942998,239,26,2024-03-02
318,DNHQ-30942998,656,18,2024-03-02
319,DNHQ-30942998,1544,38,2024-03-02
320,DNHQ-30942998,1662,4,2024-03-02
321,DNHQ-30942998,826,6,2024-03-02
322,DNHQ-30942998,1207,4,2024-03-02
323,DNHQ-30942998,870,16,2024-03-02
324,DNHQ-30942998,237,9,2024-03-02
325,DNHQ-30942998,429,22,2024-03-02
326,DNHQ-30942998,637,15,2024-03-02
327,DNHQ-30942998,1403,24,2024-03-02
328,DNHQ-30942998,612,10,2024-03-02
329,DNHQ-30942998,223,5,2024-03-02
330,DNHQ-30942998,452,10,2024-03-02
331,DNHQ-30942998,1236,19,2024-03-02
332,YHMP-64962628,254,10,2024-03-03
333,YHMP-64962628,1002,19,2024-03-03
334,YHMP-64962628,807,18,2024-03-03
335,YHMP-64962628,772,10,2024-03-03
336,YHMP-64962628,564,40,2024-03-03
337,YHMP-64962628,832,28,2024-03-03
338,YHMP-64962628,537,4,2024-03-03
339,YHMP-64962628,486,17,2024-03-03
340,GZNF-14106597,910,28,2024-03-04
341,GZNF-14106597,548,13,2024-03-04
342,GZNF-14106597,180,22,2024-03-04
343,GZNF-14106597,519,34,2024-03-04
344,GZNF-14106597,500,11,2024-03-04
345,GZNF-14106597,65,18,2024-03-04
346,GZNF-14106597,563,36,2024-03-04
347,GZNF-14106597,498,15,2024-03-04
348,GZNF-14106597,789,11,2024-03-04
349,GZNF-14106597,1379,34,2024-03-04
350,GZNF-14106597,903,14,2024-03-04
351,GZNF-14106597,1621,7,2024-03-04
352,GZNF-14106597,619,42,2024-03-04
353,GZNF-14106597,1236,8,2024-03-04
354,GZNF-14106597,508,18,2024-03-04
355,GZNF-14106597,90,14,2024-03-04
356,GZNF-14106597,299,20,2024-03-04
357,YJZY-35073792,467,6,2024-03-04
358,YJZY-35073792,1380,42,2024-03-04
359,YJZY-35073792,939,10,2024-03-04
360,YJZY-35073792,1121,2,2024-03-04
361,YJZY-35073792,762,7,2024-03-04
362,YJZY-35073792,777,19,2024-03-04
363,YJZY-35073792,1523,16,2024-03-04
364,YJZY-35073792,1234,15,2024-03-04
365,YJZY-35073792,581,9,2024-03-04
366,YJZY-35073792,1011,11,2024-03-04
367,YJZY-35073792,677,32,2024-03-04
368,YJZY-35073792,215,16,2024-03-04
369,YJZY-35073792,640,16,2024-03-04
370,YJZY-35073792,1434,26,2024-03-04
371,YJZY-35073792,700,12,2024-03-04
372,YJZY-35073792,979,36,2024-03-04
373,YJZY-35073792,1512,12,2024-03-04
374,NPGR-63620510,950,3,2024-03-04
375,NPGR-63620510,992,44,2024-03-04
376,NPGR-63620510,1646,18,2024-03-04
377,NPGR-63620510,342,4,2024-03-04
378,NPGR-63620510,630,22,2024-03-04
379,NPGR-63620510,996,42,2024-03-04
380,NPGR-63620510,1625,10,2024-03-04
381,NPGR-63620510,1631,21,2024-03-04
382,NPGR-63620510,1532,10,2024-03-04
383,NPGR-63620510,236,21,2024-03-04
384,NPGR-63620510,1064,5,2024-03-04
385,NPGR-63620510,216,9,2024-03-04
386,NPGR-63620510,670,28,2024-03-04
387,NPGR-63620510,1031,3,2024-03-04
388,NPGR-63620510,1102,20,2024-03-04
389,PUNY-63984866,570,28,2024-03-04
390,PUNY-63984866,765,22,2024-03-04
391,PUNY-63984866,926,24,2024-03-04
392,PUNY-63984866,35,32,2024-03-04
393,PUNY-63984866,644,30,2024-03-04
394,PUNY-63984866,1641,36,2024-03-04
395,PUNY-63984866,1627,20,2024-03-04
396,PUNY-63984866,1622,17,2024-03-04
397,PUNY-63984866,636,10,2024-03-04
398,PUNY-63984866,18,18,2024-03-04
399,PUNY-63984866,1300,20,2024-03-04
400,PUNY-63984866,877,15,2024-03-04
401,PUNY-63984866,1208,5,2024-03-04
402,PUNY-63984866,1620,5,2024-03-04
403,PUNY-63984866,280,44,2024-03-04
404,PUNY-63984866,1645,32,2024-03-04
405,PUNY-63984866,616,13,2024-03-04
406,PUNY-63984866,805,12,2024-03-04
407,PUNY-63984866,303,21,2024-03-04
408,PUNY-63984866,1414,42,2024-03-04
409,UUFC-84529489,578,10,2024-03-04
410,UUFC-84529489,770,19,2024-03-04
411,UUFC-84529489,549,9,2024-03-04
412,UUFC-84529489,1673,9,2024-03-04
413,UUFC-84529489,490,16,2024-03-04
414,UUFC-84529489,533,10,2024-03-04
415,UUFC-84529489,1382,32,2024-03-04
416,UUFC-84529489,21,18,2024-03-04
417,UUFC-84529489,1451,7,2024-03-04
418,UUFC-84529489,1227,8,2024-03-04
419,UUFC-84529489,722,26,2024-03-04
420,UUFC-84529489,757,38,2024-03-04
421,UUFC-84529489,888,16,2024-03-04
422,UUFC-84529489,1674,11,2024-03-04
423,UUFC-84529489,33,22,2024-03-04
424,UUFC-84529489,902,22,2024-03-04
425,UUFC-84529489,485,17,2024-03-04
426,UUFC-84529489,903,19,2024-03-04
427,UUFC-84529489,607,8,2024-03-04
428,AFUU-55889181,241,26,2024-03-04
429,AFUU-55889181,1276,18,2024-03-04
430,AFUU-55889181,1129,8,2024-03-04
431,AFUU-55889181,496,21,2024-03-04
432,AFUU-55889181,1676,14,2024-03-04
433,AFUU-55889181,512,11,2024-03-04
434,AFUU-55889181,640,18,2024-03-04
435,AFUU-55889181,756,22,2024-03-04
436,AFUU-55889181,654,16,2024-03-04
437,AFUU-55889181,1642,32,2024-03-04
438,AFUU-55889181,1399,21,2024-03-04
439,AFUU-55889181,1596,30,2024-03-04
440,PLVE-65119617,407,42,2024-03-04
441,PLVE-65119617,1489,14,2024-03-04
442,PLVE-65119617,1599,8,2024-03-04
443,PLVE-65119617,1147,11,2024-03-04
444,PLVE-65119617,1368,16,2024-03-04
445,PLVE-65119617,1271,28,2024-03-04
446,PLVE-65119617,1183,15,2024-03-04
447,PLVE-65119617,1589,13,2024-03-04
448,HBUQ-49147346,1554,8,2024-03-04
449,HBUQ-49147346,541,11,2024-03-04
450,HBUQ-49147346,1602,5,2024-03-04
451,HBUQ-49147346,1542,21,2024-03-04
452,HBUQ-49147346,1566,42,2024-03-04
453,HBUQ-49147346,1651,8,2024-03-04
454,HBUQ-49147346,420,10,2024-03-04
455,HBUQ-49147346,812,32,2024-03-04
456,HBUQ-49147346,378,32,2024-03-04
457,HBUQ-49147346,626,30,2024-03-04
458,HBUQ-49147346,1171,38,2024-03-04
459,HBUQ-49147346,563,44,2024-03-04
460,HBUQ-49147346,791,17,2024-03-04
461,VITT-34785407,1374,15,2024-03-04
462,VITT-34785407,233,10,2024-03-04
463,VITT-34785407,1590,40,2024-03-04
464,VITT-34785407,646,16,2024-03-04
465,VITT-34785407,482,14,2024-03-04
466,VITT-34785407,196,13,2024-03-04
467,VITT-34785407,601,20,2024-03-04
468,VITT-34785407,1561,32,2024-03-04
469,VITT-34785407,27,16,2024-03-04
470,VITT-34785407,1302,19,2024-03-04
471,VITT-34785407,495,15,2024-03-04
472,VITT-34785407,1136,14,2024-03-04
473,RVIA-05723371,469,12,2024-03-04
474,RVIA-05723371,758,18,2024-03-04
475,RVIA-05723371,572,22,2024-03-04
476,RVIA-05723371,1600,2,2024-03-04
477,RVIA-05723371,455,16,2024-03-04
478,RVIA-05723371,919,18,2024-03-04
479,RVIA-05723371,1466,24,2024-03-04
480,RVIA-05723371,383,8,2024-03-04
481,RVIA-05723371,1331,16,2024-03-04
482,RVIA-05723371,809,24,2024-03-04
483,IDDP-77232967,403,15,2024-03-05
484,IDDP-77232967,1219,44,2024-03-05
485,IDDP-77232967,500,14,2024-03-05
486,IDDP-77232967,1542,14,2024-03-05
487,IDDP-77232967,490,12,2024-03-05
488,IDDP-77232967,1659,30,2024-03-05
489,IDDP-77232967,486,17,2024-03-05
490,IDDP-77232967,906,16,2024-03-05
491,IDDP-77232967,975,16,2024-03-05
492,IDDP-77232967,505,24,2024-03-05
493,IDDP-77232967,765,10,2024-03-05
494,IDDP-77232967,211,3,2024-03-05
495,IDDP-77232967,643,38,2024-03-05
496,IDDP-77232967,395,2,2024-03-05
497,IDDP-77232967,519,16,2024-03-05
498,IDDP-77232967,215,20,2024-03-05
499,IDDP-77232967,1642,44,2024-03-05
500,MSOF-39093030,1334,40,2024-03-05
501,MSOF-39093030,622,30,2024-03-05
502,MSOF-39093030,1378,40,2024-03-05
503,MSOF-39093030,607,14,2024-03-05
504,MSOF-39093030,486,12,2024-03-05
505,MSOF-39093030,415,32,2024-03-05
506,MSOF-39093030,805,18,2024-03-05
507,MSOF-39093030,447,21,2024-03-05
508,MSOF-39093030,274,42,2024-03-05
509,MSOF-39093030,1117,3,2024-03-05
510,MSOF-39093030,1616,6,2024-03-05
511,MSOF-39093030,1507,10,2024-03-05
512,MSOF-39093030,10,28,2024-03-05
513,MSOF-39093030,1184,16,2024-03-05
514,MSOF-39093030,521,9,2024-03-05
515,MSOF-39093030,870,18,2024-03-05
516,MSOF-39093030,1075,28,2024-03-05
517,MSOF-39093030,226,4,2024-03-05
518,MSOF-39093030,1586,10,2024-03-05
519,MSOF-39093030,237,9,2024-03-05
520,HQLI-97845760,593,11,2024-03-05
521,HQLI-97845760,269,16,2024-03-05
522,HQLI-97845760,1535,4,2024-03-05
523,HQLI-97845760,906,8,2024-03-05
524,HQLI-97845760,1298,5,2024-03-05
525,HQLI-97845760,1225,3,2024-03-05
526,HQLI-97845760,487,6,2024-03-05
527,HQLI-97845760,1548,7,2024-03-05
528,RUNQ-06439990,1456,14,2024-03-05
529,RUNQ-06439990,1411,8,2024-03-05
530,RUNQ-06439990,294,16,2024-03-05
531,RUNQ-06439990,860,16,2024-03-05
532,RUNQ-06439990,1233,21,2024-03-05
533,RUNQ-06439990,263,22,2024-03-05
534,RUNQ-06439990,550,22,2024-03-05
535,RUNQ-06439990,552,24,2024-03-05
536,RUNQ-06439990,62,10,2024-03-05
537,RUNQ-06439990,1656,13,2024-03-05
538,RUNQ-06439990,1641,44,2024-03-05
539,RUNQ-06439990,510,13,2024-03-05
540,RUNQ-06439990,1482,30,2024-03-05
541,RUNQ-06439990,496,8,2024-03-05
542,RUNQ-06439990,509,26,2024-03-05
543,RUNQ-06439990,586,11,2024-03-05
544,RUNQ-06439990,786,10,2024-03-05
545,RUNQ-06439990,78,40,2024-03-05
546,RUNQ-06439990,242,20,2024-03-05
547,RUNQ-06439990,416,32,2024-03-05
548,KILG-67074568,750,12,2024-03-05
549,KILG-67074568,1586,14,2024-03-05
550,KILG-67074568,827,10,2024-03-05
551,KILG-67074568,1540,14,2024-03-05
552,KILG-67074568,667,13,2024-03-05
553,KILG-67074568,1245,16,2024-03-05
554,KILG-67074568,425,28,2024-03-05
555,KILG-67074568,1625,15,2024-03-05
556,KILG-67074568,1060,8,2024-03-05
557,KILG-67074568,546,20,2024-03-05
558,KILG-67074568,1651,8,2024-03-05
559,KILG-67074568,466,4,2024-03-05
560,KILG-67074568,951,4,2024-03-05
561,XCWB-40629766,485,11,2024-03-05
562,XCWB-40629766,638,21,2024-03-05
563,XCWB-40629766,596,21,2024-03-05
564,XCWB-40629766,1551,20,2024-03-05
565,XCWB-40629766,486,17,2024-03-05
566,XCWB-40629766,1277,10,2024-03-05
567,XCWB-40629766,37,2,2024-03-05
568,XCWB-40629766,1565,13,2024-03-05
569,XCWB-40629766,1536,10,2024-03-05
570,XCWB-40629766,649,15,2024-03-05
571,XCWB-40629766,512,17,2024-03-05
572,XCWB-40629766,1364,9,2024-03-05
573,XCWB-40629766,723,28,2024-03-05
574,TOTH-08945225,772,16,2024-03-05
575,TOTH-08945225,1272,32,2024-03-05
576,TOTH-08945225,1614,5,2024-03-05
577,TOTH-08945225,642,36,2024-03-05
578,TOTH-08945225,808,32,2024-03-05
579,TOTH-08945225,860,40,2024-03-05
580,TOTH-08945225,500,16,2024-03-05
581,TOTH-08945225,1559,20,2024-03-05
582,TOTH-08945225,1640,28,2024-03-05
583,TOTH-08945225,590,18,2024-03-05
584,TOTH-08945225,920,42,2024-03-05
585,TOTH-08945225,934,20,2024-03-05
586,TOTH-08945225,1455,19,2024-03-05
587,TOTH-08945225,422,22,2024-03-05
588,TOTH-08945225,564,24,2024-03-05
589,YBYX-65706432,1555,13,2024-03-05
590,YBYX-65706432,910,20,2024-03-05
591,YBYX-65706432,618,26,2024-03-05
592,YBYX-65706432,1011,15,2024-03-05
593,YBYX-65706432,1593,16,2024-03-05
594,YBYX-65706432,999,9,2024-03-05
595,YBYX-65706432,452,19,2024-03-05
596,YBYX-65706432,1173,38,2024-03-05
597,GLAM-03577676,1323,12,2024-03-05
598,GLAM-03577676,643,10,2024-03-05
599,GLAM-03577676,802,9,2024-03-05
600,GLAM-03577676,1073,3,2024-03-05
601,GLAM-03577676,561,20,2024-03-05
602,GLAM-03577676,632,6,2024-03-05
603,GLAM-03577676,1510,11,2024-03-05
604,GLAM-03577676,1494,16,2024-03-05
605,GLAM-03577676,644,12,2024-03-05
606,GLAM-03577676,474,8,2024-03-05
607,SMFW-10344238,78,16,2024-03-05
608,SMFW-10344238,925,42,2024-03-05
609,SMFW-10344238,804,20,2024-03-05
610,SMFW-10344238,1487,17,2024-03-05
611,SMFW-10344238,109,3,2024-03-05
612,SMFW-10344238,898,14,2024-03-05
613,SMFW-10344238,1439,42,2024-03-05
614,SMFW-10344238,1548,17,2024-03-05
615,SMFW-10344238,649,11,2024-03-05
616,NBXN-49195031,54,16,2024-03-05
617,NBXN-49195031,1270,18,2024-03-05
618,NBXN-49195031,519,14,2024-03-05
619,NBXN-49195031,745,4,2024-03-05
620,NBXN-49195031,498,6,2024-03-05
